"Group","Keyword","Location","Name","Rating","Reviews","Address","Phone","PlaceId","Website","Latitude","Longitude","Opportunity Score"
"Above Ground Swimming Pool Installation","Above Ground Swimming Pool Installation Portland","Portland","Blue Mountain Pools","3","","13121 S Warnock Rd, Oregon City, OR 97045","(503) 760-4554","ChIJdcnOnYRwlVQRP8A4ZbvWykU","http://www.bluemountainpools.com/","45.3078064","-122.59618479999999","0"
"Above Ground Swimming Pool Installation","Above Ground Swimming Pool Installation Portland","Portland","Emerald Outdoor Living","4.5","","11525 SW Pacific Hwy, Portland, OR 97223","(503) 245-2431","ChIJ88uVH8AMlVQRCOMFXLq0FC8","https://www.emeraldoutdoorliving.com/","45.4414885","-122.7489008","0"
"Above Ground Swimming Pool Installation","Above Ground Swimming Pool Installation Portland","Portland","Haven Spa Pool & Hearth","4.9","","4255 SW Hall Blvd, Beaverton, OR 97005","(503) 649-2201","ChIJ2xMmljUOlVQRmCr3lTaRAiE","http://www.havenspapoolhearth.com/","45.488997","-122.80482099999999","0"
"Above Ground Swimming Pool Installation","Above Ground Swimming Pool Installation Portland","Portland","The Pool & Spa House","4.3","","7235 SE Milwaukie Ave, Portland, OR 97202","(503) 233-8059","ChIJIxYHjsEKlVQRpmeBn-mxV3Y","http://www.thepoolandspahouse.com/","45.471826899999996","-122.64874499999999","0"
"Above Ground Swimming Pool Installation","Above Ground Swimming Pool Installation Portland","Portland","Cascade Pools & Spas","4.5","","","(503) 620-6174","ChIJR7Mw--1ylVQRoGWo4HZz-Og","http://www.cascadepoolsandspas.com/","45.411353999999996","-122.7240664","0"
"Above Ground Swimming Pool Installation","Above Ground Swimming Pool Installation Portland","Portland","Rimrock Pool and Spa","","","12708 SE Stephens St, Portland, OR 97233","(541) 512-7913","ChIJ-T8_L86hlVQR0SHFnvM7CnY","https://www.rimrockpoolandspa.com/","45.508912699999996","-122.53238739999999","0"
"Above Ground Swimming Pool Installation","Above Ground Swimming Pool Installation Portland","Portland","The Pool & Spa House","4.4","","11818 SE Mill Plain Blvd Ste 102, Vancouver, WA 98684","(360) 253-3769","ChIJx2xULwWllVQRdMp-m9Rl_9Q","http://www.thepoolandspahouse.com/","45.620940399999995","-122.5500028","0"
"Above Ground Swimming Pool Installation","Above Ground Swimming Pool Installation Portland","Portland","SKS Pools & Patios","5","","2131 NW Adams St, McMinnville, OR 97128","(503) 864-7135","ChIJdxV5IMBRlVQR5t-Dx1tefKM","http://www.skspoolsandpatios.com/","45.2239919","-123.1989105","0"
"Above Ground Swimming Pool Installation","Above Ground Swimming Pool Installation Portland","Portland","McMenamins Kennedy School Soaking Pool","4.4","","Pool, 5736 NE 33rd Ave, Portland, OR 97211","(503) 249-3983","ChIJoXDa67enlVQRtPVu11J5lZE","https://pools.mcmenamins.com/","45.5640149","-122.630465","0"
"Above Ground Swimming Pool Installation","Above Ground Swimming Pool Installation Portland","Portland","Haven Spa Pool & Hearth","4.6","","2009 NE 117th St, Vancouver, WA 98686","(360) 574-0135","ChIJk04xit-tlVQRG9sEVdQcGQc","http://havenspapoolhearth.com/","45.705214299999994","-122.6508362","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Alpha Environmental Services","4.8","","11080 SW Allen Blvd #100, Beaverton, OR 97005","(503) 676-6327","ChIJJxeROAYMlVQRBUlHG7BfPdQ","https://alphaenvironmental.net/?utm_source=gmb&utm_medium=organic","45.475372","-122.7903269","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Oregon Department of Environmental Quality, Headquarters","3.2","","700 NE Multnomah St #600, Portland, OR 97232","(503) 229-5696","ChIJu3j7FgUKlVQRsUHfqGhJk8U","http://www.oregon.gov/deq","45.530936999999994","-122.65816","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Environmental Testing Associates","5","","3132 SW Marigold St, Portland, OR 97219","(971) 285-6146","ChIJVVUR7ZiolVQRGawlGPoroNw","https://environmentaltestingassociates.com/","45.4603894","-122.7094659","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Mold Testing Services of Oregon","5","","3519 NE 15th Ave Suite 149, Portland, OR 97212","(503) 754-2590","ChIJQ8J-izyklVQRw2ckEOv5vNA","http://www.mtso.co/","45.548513199999995","-122.6511414","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","NE Portland DEQ Test Station","4.5","","7701 NE 33rd Dr, Portland, OR 97211","(503) 229-5066","ChIJfeVUoPSmlVQRFwhm3sAVePU","http://www.oregon.gov/deq/Vehicle-Inspection/Pages/NE-Portland-Station.aspx","45.5788136","-122.6342681","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Eurofins Built Environment Testing- Portland","4.7","","4321 S Corbett Ave A, Portland, OR 97239","(833) 465-5857","ChIJ4_OM7lsKlVQR9onNIcJj9tE","https://www.eurofinsus.com/environment-testing/built-environment/","45.4919589","-122.6766511","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Mold Inspection Sciences, Inc.","5","","","(503) 922-3399","ChIJX5ZWktULlVQRaS2HjGIBcAY","https://www.moldsci.com/locations/portland","45.471450399999995","-122.61981639999999","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","ABSOLUTE ENVIRONMENTAL","5","","6601 NE 66th Ave, Portland, OR 97218","(503) 878-9828","ChIJpcpzwB-nlVQRKHER2EIPsZ0","https://absoluteenvironment.com/","45.5712148","-122.59727799999999","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","EnviroTest LLC","5","","","(503) 780-0536","ChIJobLKlmmglVQR34Lnl12AMeE","http://envirotest.biz/","45.467106099999995","-122.68969539999999","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Environmental Quality Department","4.5","","1200 SW Highland Dr, Gresham, OR 97080","(971) 673-1630","ChIJKXNtnLWYlVQRkWtuxtSuLkU","https://www.oregon.gov/deq/Vehicle-Inspection/Pages/Gresham-Station.aspx","45.488120099999996","-122.47480809999999","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Mold Inspection & Testing Portland OR","4.8","","","(971) 599-6942","ChIJQVa1_RN1lVQRR9Vx1VJ0Jjw","http://moldinspectionandtest.com/portland-or","45.582796599999995","-122.7477155","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","AccuGuard Environmental","4.9","","1500 NW Bethany Blvd Suite 200, Beaverton, OR 97006","(971) 251-2541","ChIJAR7ihf07HiYRLCm4jAG9aQ4","https://accuguardenviro.com/","45.529803099999995","-122.842287","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Multnomah County Environmental Health","3.6","","847 NE 19th Ave #350, Portland, OR 97232","(503) 988-3400","ChIJn_2wHriglVQRUub3Teq8ZXI","https://www.multco.us/health/inspections-and-licensing","45.5287","-122.64779999999999","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Pure Environmental","4.8","","8206 N Fessenden St, Portland, OR 97203","(503) 893-9731","ChIJq6qqqs6nlVQR5Wb5-vUPQmk","https://www.purenvironmental.com/portland/","45.5961662","-122.74727999999999","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Certified Indoor Environmental","4.9","","","(503) 610-3661","ChIJER-LpR4MlVQRdodrYt5W9vo","http://www.certifiedie.com/","45.472673","-122.71848039999999","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Portland Environmental Services","5","","1120 SW 5th Ave, Portland, OR 97204","(503) 823-7740","ChIJxbkUGxAKlVQR0-a6SnX2WEk","https://www.portland.gov/bes","45.5157807","-122.678911","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Wy'east Environmental Sciences","5","","2415 SE 11th Ave, Portland, OR 97214","(503) 231-9320","ChIJif2iJncKlVQRJZH9eC0Nk6E","https://emswcd.org/tools/conservation-directory/2424/wyeast-environmental-sciences-inc/","45.5055461","-122.65513779999999","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Northwest Environmental Test Lab LLC","5","","5293 NE Elam Young Pkwy Ste 190, Hillsboro, OR 97124","(503) 844-4100","ChIJ-WnVKPUPlVQREDPrfLdij-s","http://www.nwetl.com/","45.5265379","-122.9315355","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","Advantage Environmental, Inc.","4.3","","9317 NE Hwy 99 suite D, Vancouver, WA 98665","(360) 356-7628","ChIJWRe3n2OulVQRcqg9c2QLg_g","http://advantage-enviro.com/","45.6894803","-122.657429","0"
"Air Quality and Environmental Testing","Air Quality and Environmental Testing Portland","Portland","JSE Labs Inc. — Milwaukie","4.8","","3315 SE Harrison St, Milwaukie, OR 97222","(503) 659-8338","ChIJ8yq8OyV1lVQRC7sIKDSgos8","https://jselabs.com/","45.4469511","-122.62828119999999","0"
"Appliance Installation","Appliance Installation Portland","Portland","Portland Installation","4.9","","9810 SW Ventura Ct, Tigard, OR 97223","(503) 209-4700","ChIJl6Fd3JMMlVQReULziJjqFjM","https://www.portlandinstallation.com/","45.449051499999996","-122.74792479999999","0"
"Appliance Installation","Appliance Installation Portland","Portland","PDX Appliance","4.7","","10432 SW 52nd Ave, Portland, OR 97219","(503) 853-5784","ChIJ2XEn9yYNlVQRLky52V_XlLU","http://pdxappliance.com/","45.4501535","-122.72971179999999","0"
"Appliance Installation","Appliance Installation Portland","Portland","Appliance City","4.7","","4046 NE Cully Blvd, Portland, OR 97213","(503) 281-8811","ChIJmSsBIcumlVQRZNV3S-4vnzI","http://www.appliancecity.info/","45.5522844","-122.60321669999999","0"
"Appliance Installation","Appliance Installation Portland","Portland","HVAC & Appliance Repair Guys","5","","555 SE Martin Luther King Jr Blvd Suite 105, Portland, OR 97214","(971) 626-4191","ChIJtVFwK6mhlVQR-4O1f6iBy_Q","https://hvacandapplianceguys.com/","45.5189388","-122.6620552","0"
"Appliance Installation","Appliance Installation Portland","Portland","Mr. Appliance of Portland","4.8","","6950 SW Hampton St Ste 116, Portland, OR 97223","(503) 877-1349","ChIJAxNUdDANlVQRrcs_kpyjIQY","https://www.mrappliance.com/portland/?cid=LSTL_MRA-US000194&utm_source=gmb&utm_campaign=local&utm_medium=organic","45.4269971","-122.74842849999999","0"
"Appliance Installation","Appliance Installation Portland","Portland","Fixon Appliance Services","5","","409 NE Morgan St, Portland, OR 97211","(503) 572-2662","ChIJdbaYez-xlVQRanSgbYheGeE","","45.574594","-122.66109259999999","0"
"Appliance Installation","Appliance Installation Portland","Portland","OMG Appliance repair inc.","4.8","","11750 SE Pardee St, Portland, OR 97266","(503) 882-0780","ChIJAQDUb9ahlVQRfN-q52bfej8","https://omg-repair.com/","45.532535599999996","-122.427281","0"
"Appliance Installation","Appliance Installation Portland","Portland","Spark Appliance Repair Portland","4.7","","3439 NE Sandy Blvd #204, Portland, OR 97232","(503) 953-5006","ChIJ9_bag4ShlVQRICbj4qurHvw","","45.532771499999996","-122.628497","0"
"Appliance Installation","Appliance Installation Portland","Portland","Universal Appliance Contractors Portland","5","","3332 SE 9th Ave, Portland, OR 97202","(503) 912-4647","ChIJkeWvCC8LlVQRf6SsxqOgYIQ","","45.4991905","-122.65653139999999","0"
"Appliance Installation","Appliance Installation Portland","Portland","15%Off JR Appliance Repair & Parts","4.4","","","(503) 449-2175","ChIJ02TQxFSmlVQR9bfdqycCA9A","https://youtube.com/@appliancerepairvlogs7089?si=IIr0DNYCPDH74qXh","45.5387895","-122.6226446","0"
"Appliance Installation","Appliance Installation Portland","Portland","All Tech Appliance","4.8","","1435 NW Northrup St, Portland, OR 97209","(503) 762-1427","ChIJXYdzvpuhlVQR6IMwRxRX7q4","http://alltechappliance.com/","45.5315917","-122.6863157","0"
"Appliance Installation","Appliance Installation Portland","Portland","Fix It Fast Co.","4.8","","1919 NW 19th Ave, Portland, OR 97209","(971) 366-4753","ChIJdVmLW2t9KQsR6i7fYxKhkZM","","45.5366328","-122.6910874","0"
"Appliance Installation","Appliance Installation Portland","Portland","Hydra Appliance Repair","4.9","","10331 SW Eastridge St, Portland, OR 97225","(503) 270-3300","ChIJ7VTQUmKDVK0RpWrhxN5MLLs","https://www.hydraappliancerepair.com/","45.5070226","-122.7830309","0"
"Appliance Installation","Appliance Installation Portland","Portland","HVAC & Appliance Repair Guys","4.9","","4582 Hastings Pl, Lake Oswego, OR 97035","(503) 389-6893","ChIJixmCO1lzlVQRuN-4vGBIwLM","https://hvacandapplianceguys.com/","45.4218404","-122.7238922","0"
"Appliance Installation","Appliance Installation Portland","Portland","Appliance Guys Inc","4.9","","","(503) 531-8853","ChIJa2tU1dUIlVQRiNNvdP4piPE","http://www.applianceguysinc.com/","45.3329604","-122.56873689999999","0"
"Appliance Installation","Appliance Installation Portland","Portland","Appliance repair technicians inc","4.4","","3439 NE Sandy Blvd #707, Portland, OR 97232","(503) 453-9630","ChIJZ8fn-M-glVQR9Cn5qFzuWJ8","http://appliancerepairtechnicianinc.us/","45.532771499999996","-122.628497","0"
"Appliance Installation","Appliance Installation Portland","Portland","ProSolution LLC","4.6","","1933 SW Sunset Blvd, Portland, OR 97239","(971) 248-7895","ChIJJxhGGE0LlVQRZGLUPggEv20","https://prosolution.tech/","45.482794999999996","-122.697407","0"
"Appliance Installation","Appliance Installation Portland","Portland","Standard TV and Appliance","4.4","","5240 SE 82nd Ave, Portland, OR 97266","(503) 777-3377","ChIJR1FsIyOglVQRKDb0K3Ya-GY","https://www.standardtvandappliance.com/","45.4845","-122.5778701","0"
"Appliance Installation","Appliance Installation Portland","Portland","E&M Appliance","4.4","","7441 N Lombard St, Portland, OR 97203","(503) 286-4616","ChIJvTwo0v2nlVQRHpXTSHMPXg0","","45.5883113","-122.74340369999999","0"
"Appliance Installation","Appliance Installation Portland","Portland","NW Natural Appliance Center","4.8","","2610 SE 8th Ave, Portland, OR 97202","(503) 220-2362","ChIJl_64jXAKlVQRUMFqK5iIu-M","https://nwnaturalappliances.com/?utm_source=GMBlisting&utm_medium=organic","45.5034071","-122.6576305","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","Mr. Appliance of Portland","4.8","","6950 SW Hampton St Ste 116, Portland, OR 97223","(503) 877-1349","ChIJAxNUdDANlVQRrcs_kpyjIQY","https://www.mrappliance.com/portland/?cid=LSTL_MRA-US000194&utm_source=gmb&utm_campaign=local&utm_medium=organic","45.4269971","-122.74842849999999","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","Spark Appliance Repair Portland","4.7","","3439 NE Sandy Blvd #204, Portland, OR 97232","(503) 953-5006","ChIJ9_bag4ShlVQRICbj4qurHvw","","45.532771499999996","-122.628497","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","All Tech Appliance","4.8","","1435 NW Northrup St, Portland, OR 97209","(503) 762-1427","ChIJXYdzvpuhlVQR6IMwRxRX7q4","http://alltechappliance.com/","45.5315917","-122.6863157","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","PDX Appliance","4.7","","10432 SW 52nd Ave, Portland, OR 97219","(503) 853-5784","ChIJ2XEn9yYNlVQRLky52V_XlLU","http://pdxappliance.com/","45.4501535","-122.72971179999999","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","Fixon Appliance Services","5","","409 NE Morgan St, Portland, OR 97211","(503) 572-2662","ChIJdbaYez-xlVQRanSgbYheGeE","","45.574594","-122.66109259999999","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","Fix It Fast Co.","4.8","","1919 NW 19th Ave, Portland, OR 97209","(971) 366-4753","ChIJdVmLW2t9KQsR6i7fYxKhkZM","","45.5366328","-122.6910874","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","AAA Appliance Service Inc.","4.4","","6601 SE Foster Rd, Portland, OR 97206","(503) 777-6450","ChIJ3d9-iih1lVQRHHFv-3Rkp78","http://www.aaa-applianceinc.com/","45.4890046","-122.59470619999999","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","15%Off JR Appliance Repair & Parts","4.4","","","(503) 449-2175","ChIJ02TQxFSmlVQR9bfdqycCA9A","https://youtube.com/@appliancerepairvlogs7089?si=IIr0DNYCPDH74qXh","45.5387895","-122.6226446","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","OMG Appliance repair inc.","4.8","","11750 SE Pardee St, Portland, OR 97266","(503) 882-0780","ChIJAQDUb9ahlVQRfN-q52bfej8","https://omg-repair.com/","45.532535599999996","-122.427281","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","All About Repair","5","","8742 Se Knapp ST Clackamas, 8742 SE Knapp St, Portland, OR 97266","(971) 236-7004","ChIJmTyK-14qESQRnXwCvCYu8q8","https://allaboutrepair.com/","45.469783299999996","-122.5726682","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","Appliance repair technicians inc","4.4","","3439 NE Sandy Blvd #707, Portland, OR 97232","(503) 453-9630","ChIJZ8fn-M-glVQR9Cn5qFzuWJ8","http://appliancerepairtechnicianinc.us/","45.532771499999996","-122.628497","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","Oregon Appliance Repair","2.9","","121 SW Salmon St #1100, Portland, OR 97204","(503) 488-5869","ChIJO3HFpg8KlVQRbJdyeE4kpYI","https://oregonappliancerepair.com/","45.5160999","-122.6748205","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","Hydra Appliance Repair","4.9","","10331 SW Eastridge St, Portland, OR 97225","(503) 270-3300","ChIJ7VTQUmKDVK0RpWrhxN5MLLs","https://www.hydraappliancerepair.com/","45.5070226","-122.7830309","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","HVAC & Appliance Repair Guys","4.9","","4582 Hastings Pl, Lake Oswego, OR 97035","(503) 389-6893","ChIJixmCO1lzlVQRuN-4vGBIwLM","https://hvacandapplianceguys.com/","45.4218404","-122.7238922","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","REFRIGERATOR&APPLIANCES REPAIR","4.7","","","(503) 512-5900","ChIJ-dSrOFJzlVQR8jqst-xU14U","https://hvacandapplianceguys.com/","45.511757499999995","-122.7562475","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","Appliance Guys Inc","4.9","","","(503) 531-8853","ChIJa2tU1dUIlVQRiNNvdP4piPE","http://www.applianceguysinc.com/","45.3329604","-122.56873689999999","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","A Appliance Repair Service","4.6","","","(503) 258-9635","ChIJ47BVmqYLlVQRgNGMT8XDe3o","http://www.aappliancerepairportland.com/","45.542714499999995","-122.6543856","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","Universal Appliance Contractors Portland","5","","3332 SE 9th Ave, Portland, OR 97202","(503) 912-4647","ChIJkeWvCC8LlVQRf6SsxqOgYIQ","","45.4991905","-122.65653139999999","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","Knapp's Service & Appliance Repair LLC","4.1","","","(503) 928-4072","ChIJ0yesR5uflVQRf8VZJCJNzM8","https://appliance-repair-services.portland-biz.com/","45.4952805","-122.55276549999999","0"
"Appliance Repair or Maintenance","Appliance Repair or Maintenance Portland","Portland","The Service Center","4.8","","7215 NE Sandy Blvd, Portland, OR 97213","(503) 287-1230","ChIJ7QPzBkmhlVQRUooWBrXHQKk","","45.548689599999996","-122.58871049999999","0"
"Architectural Services","Architectural Services Portland","Portland","CHRISTIE ARCHITECTURE LLC","5","","9532 SW 18th Pl, Portland, OR 97219","(503) 498-5990","ChIJAQBE9EALlVQRTZ0yEn0c644","https://www.christiearchitecture.com/","45.4560416","-122.6950978","0"
"Architectural Services","Architectural Services Portland","Portland","ZGF Architects | Portland","4.7","","1223 SW Washington St #200, Portland, OR 97205","(503) 224-3860","ChIJm-BoFwMKlVQRBAGT_xC8JnM","https://www.zgf.com/","45.522161","-122.6840501","0"
"Architectural Services","Architectural Services Portland","Portland","rhiza A+D, Architecture + Design","4.9","","2516 NW 29th Ave Unit#4, Portland, OR 97210","(503) 281-6829","ChIJ14s5flCnlVQRjmHJw3DjZrQ","http://rhizaaplusd.com/","45.540400899999995","-122.7105696","0"
"Architectural Services","Architectural Services Portland","Portland","Waechter Architecture","4.7","","4224 N Mississippi Ave, Portland, OR 97217","(503) 894-9480","ChIJnWYRZeAJlVQR6gRsJZgl2_Q","https://waechterarchitecture.com/","45.5543415","-122.67522659999999","0"
"Architectural Services","Architectural Services Portland","Portland","Ment Architecture LLC","4.9","","2734 N Killingsworth St, Portland, OR 97217","(503) 473-0567","ChIJE4PiVZsJlVQR6oJkG2iRGSI","http://www.mentarchitecture.com/","45.5626167","-122.6953647","0"
"Architectural Services","Architectural Services Portland","Portland","LRS Architects Inc","4.1","","720 NW Davis St # 300, Portland, OR 97209","(503) 221-1121","ChIJTeJkCwEKlVQR3Ttyjphhecs","http://www.lrsarchitects.com/","45.524347","-122.67793929999999","0"
"Architectural Services","Architectural Services Portland","Portland","Skylab Architecture","4.4","","1825 NW Vaughn St, Portland, OR 97209","(503) 525-9315","ChIJebHw_AIKlVQRHdVg2cM4-k0","http://skylabarchitecture.com/","45.5373799","-122.69040749999999","0"
"Architectural Services","Architectural Services Portland","Portland","a/A architecture","5","","514 SE Belmont St, Portland, OR 97214","(703) 981-4126","ChIJbSlVQgDJik8RqGqN447jvHE","https://www.aoveraarchitecture.com/","45.5164061","-122.660528","0"
"Architectural Services","Architectural Services Portland","Portland","Hacker Architecture and Interior Design","3.7","","555 SE Martin Luther King Jr Blvd Suite 501, Portland, OR 97214","(503) 227-1254","ChIJ8zOE-gMKlVQRt7ivpeeeQjg","http://hackerarchitects.com/","45.5189926","-122.6620102","0"
"Architectural Services","Architectural Services Portland","Portland","Allied Works Architecture Inc","5","","1532 SW Morrison St #2, Portland, OR 97205","(503) 227-1737","ChIJvzDZ3xwKlVQRQtnoCumKudw","http://www.alliedworks.com/","45.521409","-122.687951","0"
"Architectural Services","Architectural Services Portland","Portland","Sasquatch Architecture","5","","2246 E Burnside St, Portland, OR 97214","","ChIJH4ONo9WhlVQRkycmvqSkyrQ","https://www.sasquatcharchitecture.com/","45.522582","-122.642567","0"
"Architectural Services","Architectural Services Portland","Portland","Opsis Architecture","4.4","","975 SE Main St, Portland, OR 97214","(503) 525-9511","ChIJ1Skc-_sJlVQRkkUxYhMI7iA","http://www.opsisarch.com/","45.5137426","-122.6560499","0"
"Architectural Services","Architectural Services Portland","Portland","WORKS Architecture","5","","811 SE Stark St #210, Portland, OR 97214","(503) 234-2945","ChIJk8PPUq-glVQRkEE8zMjSRF0","http://www.worksarchitecture.net/","45.5194555","-122.65731939999999","0"
"Architectural Services","Architectural Services Portland","Portland","Cella Architecture","5","","1430 SE Water Ave UNIT 207, Portland, OR 97214","(971) 229-1776","ChIJqSgb-S-hlVQRcBc3RJRf3tM","http://www.cellaarchitecture.com/","45.512516399999996","-122.6652448","0"
"Architectural Services","Architectural Services Portland","Portland","Light House Architecture and Construction","5","","1821 SE 9th Ave, Portland, OR 97214","","ChIJLyGCDBlwLSwRhhDAR3qI8pY","https://lighthousearch.com/","45.5096956","-122.6569737","0"
"Architectural Services","Architectural Services Portland","Portland","GBD Architects","4.6","","1120 NW Couch St # 300, Portland, OR 97209","(503) 224-9656","ChIJTe_ETgIKlVQRqtSzik07yXI","https://www.gbdarchitects.com/","45.523314199999994","-122.68280879999999","0"
"Architectural Services","Architectural Services Portland","Portland","THESIS Studio Architecture","4.8","","1355 NW Everett St Suite 100, Portland, OR 97209","(503) 701-7027","ChIJc_nRo_qhlVQRtzojeENQIO0","http://thesisstudio.com/","45.5252002","-122.6847114","0"
"Architectural Services","Architectural Services Portland","Portland","Bora Architects","4.8","","1705 SE 3rd Ave, Portland, OR 97214","(503) 226-1575","ChIJkdc9ZAQKlVQREXttunWUvrc","http://www.bora.co/","45.5107642","-122.6630227","0"
"Architectural Services","Architectural Services Portland","Portland","Fieldwork Design & Architecture","5","","1752 SE Hawthorne Blvd, Portland, OR 97214","(503) 360-1437","ChIJxdxfu4OglVQRQ_fQrjCeAlc","http://www.fieldworkdesign.net/","45.5120103","-122.6474293","0"
